Date,SMA
2023-11-07,416.1527557373047
2023-11-08,416.5166839599609
2023-11-09,416.68955078125
2023-11-10,417.11618957519534
2023-11-13,417.5347045898437
2023-11-14,418.4165822347005
2023-11-15,419.2295694986979
2023-11-16,420.0656290690104
2023-11-17,420.75611673990886
2023-11-20,421.4700002034505
2023-11-21,422.07860310872394
2023-11-22,422.6862294514974
2023-11-24,423.38939005533854
2023-11-27,424.13609517415364
2023-11-28,424.74989725748696
2023-11-29,425.3539520263672
2023-11-30,426.2049580891927
2023-12-01,427.2665232340495
2023-12-04,428.4200449625651
2023-12-05,429.5943634033203
2023-12-06,430.60588989257815
2023-12-07,431.9277282714844
2023-12-08,433.4760457356771
2023-12-11,435.14329020182294
2023-12-12,436.7195536295573
2023-12-13,438.41896667480466
2023-12-14,440.02252298990885
2023-12-15,441.33762919108074
2023-12-18,442.6111663818359
2023-12-19,443.9458465576172
2023-12-20,445.0255594889323
2023-12-21,446.23973083496094
2023-12-22,447.5956970214844
2023-12-26,448.79693400065105
2023-12-27,450.0398783365885
2023-12-28,451.0111958821615
2023-12-29,451.90662536621096
2024-01-02,452.69739786783856
2024-01-03,453.3440419514974
2024-01-04,453.82866821289065
2024-01-05,454.36634521484376
2024-01-08,455.0650960286458
2024-01-09,455.73125813802085
2024-01-10,456.51149698893227
2024-01-11,457.270263671875
2024-01-12,458.0501942952474
2024-01-16,458.7148671468099
2024-01-17,459.20567728678384
2024-01-18,459.9118235270182
2024-01-19,460.81468709309894
2024-01-22,461.8106170654297
2024-01-23,462.7397969563802
2024-01-24,463.62225443522135
2024-01-25,464.5326822916667
2024-01-26,465.3543202718099
2024-01-29,466.09393310546875
2024-01-30,466.77208150227864
2024-01-31,467.214155069987
2024-02-01,467.7762908935547
2024-02-02,468.4128092447917
2024-02-05,469.2052764892578
2024-02-06,469.8995422363281
2024-02-07,470.6972310384115
2024-02-08,471.4368469238281
2024-02-09,472.24236450195315
2024-02-12,473.0348337809245
2024-02-13,473.6472096761068
2024-02-14,474.49285888671875
2024-02-15,475.57667134602866
2024-02-16,476.62818603515626
2024-02-20,477.5690989176432
2024-02-21,478.3067565917969
2024-02-22,479.40361938476565
2024-02-23,480.4244649251302
2024-02-26,481.3914774576823
2024-02-27,482.3783935546875
2024-02-28,483.4005452473958
2024-02-29,484.5682047526042
2024-03-01,485.75446065266925
2024-03-04,486.7289784749349
2024-03-05,487.5031748453776
2024-03-06,488.3152170817057
2024-03-07,489.2750518798828
2024-03-08,490.047944132487
2024-03-11,490.8267100016276
2024-03-12,491.6589813232422
2024-03-13,492.4772237141927
2024-03-14,493.5235158284505
2024-03-15,494.2482554117839
2024-03-18,494.9041371663412
2024-03-19,495.71201680501304
2024-03-20,496.629345703125
2024-03-21,497.4685506184896
2024-03-22,498.26817830403644
2024-03-25,498.926719156901
2024-03-26,499.56101888020834
2024-03-27,500.56312154134116
2024-03-28,501.41546325683595
2024-04-01,502.12579142252605
2024-04-02,502.8090342203776
2024-04-03,503.60064798990885
2024-04-04,504.1700948079427
2024-04-05,504.57924092610676
2024-04-08,504.9864573160807
2024-04-09,505.4739969889323
2024-04-10,505.76068725585935
2024-04-11,506.1962178548177
2024-04-12,506.338373819987
2024-04-15,506.11545715332034
2024-04-16,505.8803741455078
2024-04-17,505.7148091634115
2024-04-18,505.4316884358724
2024-04-19,504.84079793294273
2024-04-22,504.4999501546224
2024-04-23,504.367524210612
2024-04-24,504.0478057861328
2024-04-25,503.6916798909505
2024-04-26,503.5249399820963
2024-04-29,503.5324666341146
2024-04-30,503.17639973958336
2024-05-01,502.67371927897136
2024-05-02,502.1680918375651
2024-05-03,501.81104431152346
2024-05-06,501.65919087727866
2024-05-07,501.5731211344401
2024-05-08,501.5201019287109
2024-05-09,501.4219197591146
2024-05-10,501.34894002278645
2024-05-13,501.3080332438151
2024-05-14,501.45398966471356
2024-05-15,501.7933664957682
2024-05-16,502.30455627441404
2024-05-17,502.6652028401693
2024-05-20,503.03632202148435
2024-05-21,503.4303507486979
2024-05-22,503.944487508138
2024-05-23,504.204990641276
2024-05-24,504.8133809407552
2024-05-28,505.64332784016926
2024-05-29,506.38197021484376
2024-05-30,507.1039225260417
2024-05-31,508.01535847981773
2024-06-03,509.08355611165365
2024-06-04,510.02183329264324
2024-06-05,510.9715637207031
2024-06-06,511.92881673177084
2024-06-07,512.9276357014974
2024-06-10,513.8243448893229
2024-06-11,514.7043650309245
2024-06-12,515.9931406656901
2024-06-13,517.3709309895834
2024-06-14,518.6063659667968
2024-06-17,519.7783081054688
2024-06-18,520.822944132487
2024-06-20,521.8001597086588
2024-06-21,522.7517435709635
2024-06-24,523.5476898193359
2024-06-25,524.3903228759766
2024-06-26,525.2529947916667
2024-06-27,526.0656860351562
2024-06-28,526.5957173665364
2024-07-01,527.1981953938802
2024-07-02,527.8962931315104
2024-07-03,528.6548706054688
2024-07-05,529.4753051757813
2024-07-08,530.3668253580729
2024-07-09,531.4027282714844
2024-07-10,532.5053161621094
2024-07-11,533.4368896484375
2024-07-12,534.6051208496094
2024-07-15,535.9381306966146
2024-07-16,537.2246907552084
2024-07-17,538.237148030599
2024-07-18,539.0897705078125
2024-07-19,539.6163757324218
2024-07-22,540.3291483561198
2024-07-23,541.0346211751302
2024-07-24,541.2740498860677
2024-07-25,541.3786743164062
2024-07-26,541.5369547526042
2024-07-29,541.6700724283854
2024-07-30,541.7017700195313
2024-07-31,541.881337483724
2024-08-01,541.759326171875
2024-08-02,541.3541442871094
2024-08-05,540.4634053548177
2024-08-06,539.7873881022135
2024-08-07,538.9281697591146
2024-08-08,538.440283203125
2024-08-09,538.0009887695312
2024-08-12,537.6414754231771
2024-08-13,537.5331298828125
2024-08-14,537.3604309082032
2024-08-15,537.4132893880209
2024-08-16,537.4024556477865
2024-08-19,537.5446166992188
2024-08-20,537.6391723632812
2024-08-21,537.6161885579427
2024-08-22,537.6076497395833
2024-08-23,537.677909342448
2024-08-26,537.6536092122395
2024-08-27,537.545263671875
2024-08-28,537.589912923177
2024-08-29,537.7767272949219
2024-08-30,538.2590352376302
2024-09-03,538.1746541341146
2024-09-04,538.0817362467448
2024-09-05,538.3568705240885
2024-09-06,538.4208943684896
2024-09-09,538.4855733235677
2024-09-10,538.6178853352865
2024-09-11,539.0256591796875
2024-09-12,539.2975138346354
2024-09-13,539.921327718099
2024-09-16,540.9043273925781
2024-09-17,542.4044311523437
2024-09-18,543.6930989583333
2024-09-19,545.4108825683594
2024-09-20,546.7025980631511
2024-09-23,547.9642517089844
2024-09-24,549.2703938802083
2024-09-25,550.2470967610677
2024-09-26,551.2420939127604
2024-09-27,551.9037577311198
2024-09-30,552.6001261393229
2024-10-01,552.9532104492188
2024-10-02,553.3440734863282
2024-10-03,553.6376505533855
2024-10-04,554.2456217447917
2024-10-07,554.4889607747396
2024-10-08,554.9531473795573
2024-10-09,555.5227986653646
2024-10-10,556.1662190755209
2024-10-11,556.9216166178386
2024-10-14,557.6581197102864
2024-10-15,558.6259582519531
2024-10-16,559.7138936360677
2024-10-17,560.8474670410156
2024-10-18,562.3585083007813
2024-10-21,563.6392985026042
2024-10-22,564.8317403157552
2024-10-23,565.6638041178386
2024-10-24,566.3837056477864
2024-10-25,567.0011494954427
2024-10-28,567.65029296875
2024-10-29,568.3228454589844
2024-10-30,568.9922627766927
2024-10-31,568.9727010091145
2024-11-01,569.0645812988281
2024-11-04,569.0691935221354
2024-11-05,569.2470336914063
2024-11-06,569.9386271158854
2024-11-07,570.7062927246094
2024-11-08,571.5862609863282
2024-11-11,572.4095845540364
2024-11-12,573.3409281412761
2024-11-13,574.2739196777344
2024-11-14,575.114697265625
2024-11-15,575.5352559407552
2024-11-18,576.2054423014323
2024-11-19,576.7695841471354
2024-11-20,577.2095662434896
2024-11-21,577.7872090657552
2024-11-22,578.3118286132812
2024-11-25,578.7468709309895
2024-11-26,579.4341817220052
2024-11-27,579.978564453125
2024-11-29,580.6438130696614
2024-12-02,581.2708577473958
2024-12-03,581.9387390136719
2024-12-04,582.7403238932292
2024-12-05,583.684511311849
2024-12-06,584.6254069010416
2024-12-09,585.4698079427084
2024-12-10,586.1933430989583
2024-12-11,587.0393900553386
2024-12-12,587.8403177897136
2024-12-13,589.0117431640625
2024-12-16,590.1891011555989
2024-12-17,591.3246276855468
2024-12-18,591.640126546224
2024-12-19,591.4774393717448
2024-12-20,591.396083577474
2024-12-23,591.3467366536458
2024-12-24,591.4970357259115
2024-12-26,591.7099141438802
2024-12-27,591.7040710449219
2024-12-30,591.6003255208333
2024-12-31,591.6761515299479
2025-01-02,591.6253601074219
2025-01-03,591.7453125
2025-01-06,591.9713562011718
2025-01-07,591.8706176757812
2025-01-08,591.7377014160156
2025-01-10,591.2408650716146
2025-01-13,590.6710184733073
2025-01-14,590.1875427246093
2025-01-15,589.9314921061198
2025-01-16,589.6022033691406
2025-01-17,589.4599751790364
2025-01-21,589.375
2025-01-22,589.4349751790364
2025-01-23,589.5664510091145
2025-01-24,589.7421875
2025-01-27,589.6956624348958
2025-01-28,589.6658467610677
2025-01-29,589.6495625813802
2025-01-30,589.7439575195312
2025-01-31,589.6469868977864
2025-02-03,589.4985229492188
2025-02-04,590.0756856282552
2025-02-05,590.7394022623698
2025-02-06,591.2406778971355
2025-02-07,591.4415832519531
2025-02-10,591.5588887532552
2025-02-11,591.6900695800781
2025-02-12,591.9659851074218
2025-02-13,592.6767578125
2025-02-14,593.4572530110677
2025-02-18,594.3444763183594
2025-02-19,595.0377339680989
2025-02-20,595.5340535481771
2025-02-21,595.9077799479167
2025-02-24,596.1628804524739
2025-02-25,596.6172342936198
2025-02-26,597.0517598470052
2025-02-27,597.1462646484375
2025-02-28,597.1925252278646
2025-03-03,596.932470703125
2025-03-04,596.2478006998698
2025-03-05,595.5872538248698
2025-03-06,594.4726847330729
2025-03-07,593.3548095703125
2025-03-10,591.7888671875
2025-03-11,590.3531127929688
2025-03-12,588.8446614583333
2025-03-13,587.1795857747396
2025-03-14,585.7841491699219
2025-03-17,584.6385192871094
2025-03-18,583.424159749349
2025-03-19,582.2791890462239
2025-03-20,580.9994038899739
2025-03-21,579.6563883463542
2025-03-24,578.8315144856771
2025-03-25,577.9175598144532
2025-03-26,576.7607116699219
2025-03-27,575.618251546224
2025-03-28,573.886806233724
2025-03-31,572.2799784342448
2025-04-01,570.6663675944011
2025-04-02,569.1228312174479
2025-04-03,566.741514078776
2025-04-04,563.6638153076171
2025-04-07,560.6464955647787
2025-04-08,557.4654856363933
2025-04-09,556.0026499430338
2025-04-10,554.0566396077473
2025-04-11,552.1191579182943
2025-04-14,550.6973419189453
2025-04-15,549.453813680013
2025-04-16,547.6093536376953
2025-04-17,546.1317515055339
2025-04-21,544.1327972412109
2025-04-22,543.0838572184244
2025-04-23,542.459683227539
2025-04-24,542.1115529378255
2025-04-25,542.140512084961
2025-04-28,541.8000620524089
2025-04-29,541.4312103271484
2025-04-30,541.2722096761067
2025-05-01,541.0415639241536
2025-05-02,541.1398671468099
2025-05-05,541.1242909749349
2025-05-06,540.6178619384766
2025-05-07,540.1435821533203
2025-05-08,540.0265858968099
2025-05-09,539.9357757568359
2025-05-12,540.8415802001953
2025-05-13,541.7513600667318
2025-05-14,542.6336334228515
2025-05-15,543.4933685302734
2025-05-16,545.3991017659505
2025-05-19,548.3677368164062
2025-05-20,551.2999145507813
2025-05-21,554.1628234863281
2025-05-22,555.3052693684896
2025-05-23,557.1125651041667
2025-05-27,559.0086873372396
2025-05-28,560.6197774251302
2025-05-29,562.3578084309896
2025-05-30,564.4700236002604
2025-06-02,566.6674194335938
2025-06-03,569.3921223958333
2025-06-04,571.6683959960938
2025-06-05,573.578438313802
2025-06-06,575.3167989095052
2025-06-09,576.9421427408854
2025-06-10,578.6732137044271
2025-06-11,580.2322713216146
2025-06-12,581.8632466634115
2025-06-13,583.1402547200521
2025-06-16,584.3307576497396
2025-06-17,585.4582885742187
2025-06-18,586.7389424641927
2025-06-20,587.895204671224
2025-06-23,589.117002360026
2025-06-24,590.5830505371093
2025-06-25,591.4422810872396
2025-06-26,592.3318074544271
2025-06-27,593.2975280761718
2025-06-30,594.2658569335938
2025-07-01,595.1035827636719
2025-07-02,596.012841796875
2025-07-03,597.1509358723958
2025-07-07,598.4652262369792
2025-07-08,599.7605916341146
2025-07-09,601.3115234375
2025-07-10,602.5219156901042
2025-07-11,603.7725280761719
2025-07-14,604.9858032226563
2025-07-15,606.1322001139323
2025-07-16,607.2377014160156
2025-07-17,608.3581604003906
2025-07-18,609.4686340332031
2025-07-21,610.7141174316406
2025-07-22,611.7607482910156
2025-07-23,612.9673238118489
2025-07-24,614.0681905110677
2025-07-25,615.3151509602865
2025-07-28,616.4775817871093
2025-07-29,617.8078837076823
2025-07-30,618.92333984375
2025-07-31,620.1303690592448
2025-08-01,620.9960001627604
2025-08-04,622.222265625
2025-08-05,623.1470336914062
2025-08-06,624.0113037109375
2025-08-07,624.8466532389323
2025-08-08,625.6879862467448
2025-08-11,626.3863830566406
2025-08-12,627.2120951334635
2025-08-13,628.1175842285156
2025-08-14,628.9319925944011
2025-08-15,629.5336588541667
2025-08-18,630.2855733235677
2025-08-19,630.9327779134114
2025-08-20,631.3998168945312
2025-08-21,631.7232523600261
2025-08-22,632.4442545572916
2025-08-25,633.0312927246093
2025-08-26,633.7965047200521
2025-08-27,634.5414408365885
2025-08-28,635.2355163574218
2025-08-29,635.816239420573
2025-09-02,636.1985127766927
2025-09-03,636.6931416829427
2025-09-04,637.1887654622395
2025-09-05,637.6149169921875
2025-09-08,638.0048360188802
2025-09-09,638.4499348958333
2025-09-10,639.0133728027344
2025-09-11,639.7835713704427
2025-09-12,640.6255696614584
2025-09-15,641.928291829427
2025-09-16,642.8866353352864
2025-09-17,643.9240946451823
2025-09-18,644.9040445963542
2025-09-19,646.0106465657552
2025-09-22,647.058036295573
2025-09-23,648.0263102213542
2025-09-24,648.6992045084636
